software;version;is_detected;cve_list;href;description
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];https://0day.today/exploit/description/37777;
Apache HTTP Server;2.4.29;True;['CVE-2021-44790'];https://0day.today/exploit/description/38427;
Apache HTTP Server;2.4.29;True;['CVE-2023-25690'];https://0day.today/exploit/description/39214;Some mod_proxy configurations on Apache HTTP Server versions 2.4.0 through 2.4.55 allow for an HTTP request smuggling attack. Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the proxied request-target using variable substitution.
Apache HTTP Server;2.4.29;True;['CVE-2023-44487'];;"# Rapid Reset Client

Rapid Reset Client is a tool for testing m..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
# Docker 
```
$ sudo docker build -t <image_nam..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# Dockerisation d'une Vulnérabilité : cve-2021-42013

Ce projet ..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# CVE-2021-42013
## Poc CVE-2021-42013 - Apache 2.4.50 w..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773

> Apache2 2.4.49 - LFI & RCE Exploit

## Info
..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
---
go语言poc&exp项目。 声明：该项目来自作者日常学习笔记。 请勿利用相关技术以及..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773

[![Build Status](https://travis-ci.org/joemcca..."
Apache HTTP Server;2.4.29;True;['CVE-2021-40438'];;"# CVE-2021-40438 - Apache <= 2.4.48 - SSRF Python exploit
A craf..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773

A flaw was found in a change made to path norm..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# Apache 2.4.49 - Path Traversal or Remote Code Execution
cve-20..."
Apache HTTP Server;2.4.29;True;['CVE-2023-25690'];;"# CVE-2023-25690
## Mô tả CVE-2023-25690:
- Một vài cấu hình mod..."
Apache HTTP Server;2.4.29;True;['CVE-2019-10092'];;"# CVE-2019-10092 Docker - Apache HTTP Server

### Using

```
$ d..."
Apache HTTP Server;2.4.29;True;['CVE-2021-40438'];;"# CVE-2021-40438

## build

```bash
do..."
Apache HTTP Server;2.4.29;True;['CVE-2021-40438'];;"# CVE-2021-40438

请求 uri-path 可以导致 mod_proxy 将请求转发到远程用户选择的源服务器。此..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
<p align=""center"">
<img width=""927"" alt=""top"" s..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# cve-2021-41773

## Chạy Server
$ docker build -t cve-2021-4177..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# mass_cve-2021-41773
***MASS CVE-2021-41773***
## Screenshot
<i..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# Apache 2.4.50 - Path Traversal or Remote Code Execution
CVE-20..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# CVE-2021-42013 - Apache HTTP Server 2.4.50

# Cara Menjalankan..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# Scanner-CVE-2021-41773
### A automatic scanner to apache 2.4.4..."
Apache HTTP Server;2.4.29;True;['CVE-2023-44487'];;"# CVE-2023-44487-
----------------------------------------------..."
Apache HTTP Server;2.4.29;True;['CVE-2023-25690'];;"# CVE 2023 25690 - Proof of Concept
**Published: 7 March 2023**
..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# CVE-2021-42013
C implementation of the infamous [Apache 2.4.50..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
## 🐛 Path traversal and file disclosure vulnera..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
## 🐛 Path traversal and file disclosure vulnera..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# mass_cve-2021-41773
***MASS CVE-2021-41773***
## Screenshot
<i..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# CVE-2021-42013-LAB
Apache HTTP Server 2.4.50 - RCE Lab


**exp..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773

A Demonstration to show the CVE-2021-41773 vul..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773 Essay 🕸️

## Description 🖼️

This repository co..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
# Docker 
```
$ sudo docker build -t <image_nam..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773 PoC

Proof of concept to check if hosts are vul..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# CVE-2021-42013_Reverse-Shell
PoC CVE-2021-42013 reverse shell ..."
Apache HTTP Server;2.4.29;True;['CVE-2021-40438'];;"# CVE-2021-40438
## Apache forward request CVE

[CVE-2021-40438]..."
Apache HTTP Server;2.4.29;True;['CVE-2023-44487'];;"# HTTP/2 Rapid Reset: CVE-2023-44487

## Description

This repos..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
## 🐛 Path traversal and file disclosure vulnera..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# Apache 2.4.50 - Path Traversal or Remote Code Execution
cve-20..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# Mitigation-CVE-2021-41773-
Shell Script to mitigate CVE-2021-4..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"用于检测/利用Apache 2.4.49与2.4.50上的目录穿越/命令执行漏洞


使用：

漏..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# POC-CVE-2021-41773

On the 5th of October 2021, a CVE detailin..."
Apache HTTP Server;2.4.29;True;['CVE-2023-44487'];;"# Golang CVE-2023-44487 testing

This repository contains testin..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
Apache 2.4.49 Path Traversal Vulnerability Chec..."
Apache HTTP Server;2.4.29;True;['CVE-2021-40438'];;"# CVE-2021-40438 - Apache <= 2.4.48 - SSRF Python exploit
A craf..."
Apache HTTP Server;2.4.29;True;['CVE-2023-44487'];;"# CVE-2023-44487
Basic vulnerability scanning to see if web serv..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
Fast python tool to test..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773-PoC
PoC for CVE-2021-41773 with docker to demon..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# Exploit for Apache2

Exploit for path transversal vulnerabilit..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773

## Description

This script exploits CVE-2..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
---
## python语言poc&exp项目。 声明：该项目来自作者日常..."
Apache HTTP Server;2.4.29;True;['CVE-2023-44487'];;"# CVE-2023-44487 and http2-rst-stream-attacker

## CVE-2023-4448..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773 - Apache HTTP Server 2.4.49

# Cara Menjalankan..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# Apachuk - CVE-2021-41773 Grabber with Shodan
Grabber Apache Di..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773
### Poc CVE-2021-41773 - Apache 2.4.49 ..."
Apache HTTP Server;2.4.29;True;['CVE-2023-44487'];;"# HTTP/2 Rapid Reset Client (C#)

The HTTP/2 Rapid Reset Client,..."
Apache HTTP Server;2.4.29;True;['CVE-2021-42013'];;"# Apache 2.4.50 - Path Traversal or Remote Code Execution
cve-20..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"### Simple CVE-2021-41773 checker

Simple..."
Apache HTTP Server;2.4.29;True;['CVE-2021-41773'];;"# CVE-2021-41773 - Apache HTTP Server 2.4.49

# Cara Menjalankan..."
Apache HTTP Server;2.4.29;True;['CVE-2021-44790'];https://www.cnvd.org.cn/flaw/show/CNVD-2021-102386;Apache HTTP Server is an open source web server from the Apache Foundation. A buffer overflow vulnerability exists in Apache HTTP Server, which stems from a failure of the product's r:parsebody to properly determine user bounds. An attacker could cause a buffer overflow through this vulnerability.
Apache HTTP Server;2.4.29;True;['CVE-2021-34798'];https://www.cnvd.org.cn/flaw/show/CNVD-2022-03223;Apache HTTP Server is an open source web server from the Apache Foundation. The server is fast, reliable, and extensible via a simple API.A security vulnerability exists in Apache HTTP Server versions 2.4.48 and earlier, which stems from the possibility that a malformed request could cause the server to dereference a NULL pointer. No details of the vulnerability are currently available.
Apache HTTP Server;2.4.29;True;['CVE-2021-40438'];https://www.cnvd.org.cn/flaw/show/CNVD-2022-03224;Apache HTTP Server is an open source web server from the Apache Foundation. Apache HTTP Server in version 2.4.48 and earlier is vulnerable to server-side request forgery, which stems from a failure of the mod_proxy module to properly validate user input and can be exploited to forward requests to a remote user-selected source server.
Apache HTTP Server;2.4.29;True;['CVE-2021-39275'];https://www.cnvd.org.cn/flaw/show/CNVD-2022-03225;Apache HTTP Server is an open source web server from the Apache Foundation. The server is fast, reliable, and extensible via a simple API. buffer overflow vulnerability exists in Apache HTTP Server versions 2.4.48 and earlier, which stems from the possibility that ap_escape_quotes() may write content outside of the buffer when given malicious input. An attacker could exploit this vulnerability to write malicious content and execute it.
Apache HTTP Server;2.4.29;True;['CVE-2022-28330'];https://www.cnvd.org.cn/flaw/show/CNVD-2022-53582;Apache HTTP Server is an open source web server from the Apache Foundation. The server is fast, reliable, and extensible via a simple API. buffer overflow vulnerability exists in Apache HTTP Server 2.4.53 and earlier versions, which stems from a boundary error in the mod_isapi module when handling untrusted input. A remote attacker could exploit this vulnerability to cause out-of-bounds reads.
Apache HTTP Server;2.4.29;True;['CVE-2022-29404'];https://www.cnvd.org.cn/flaw/show/CNVD-2022-53584;Apache HTTP Server is an open source web server from the Apache Foundation. Apache HTTP Server 2.4.53 and earlier versions are vulnerable to an input validation error that results from a failure to restrict input to malicious requests for lua scripts that call r:parsebody(0), which can be exploited by attackers to cause a denial of service.
Apache HTTP Server;2.4.29;True;['CVE-2022-30556'];https://www.cnvd.org.cn/flaw/show/CNVD-2022-73122;Apache HTTP Server is an open source web server from the Apache Foundation. Apache HTTP Server is vulnerable to an information disclosure vulnerability that could be exploited by attackers to obtain sensitive information.
Apache HTTP Server;2.4.29;True;['CVE-2022-31813'];https://www.cnvd.org.cn/flaw/show/CNVD-2022-73123;Apache HTTP Server is an open source web server from the Apache Foundation. Apache HTTP Server is vulnerable to a data forgery issue that stems from mod_proxy's X-Forwarded-For hop-by-hop mechanism discard. An attacker could use this vulnerability to bypass IP-based authentication on the source server/application.
Apache HTTP Server;2.4.29;True;['CVE-2006-20001'];https://www.cnvd.org.cn/flaw/show/CNVD-2023-80558;Apache HTTP Server is the United States Apache (Apache) Foundation of an open source web server . The server is fast, reliable and can be expanded through a simple API. A buffer overflow vulnerability exists in Apache HTTP Server version 2.4.54 and earlier. An attacker can exploit this vulnerability to cause a process crash.
Apache HTTP Server;2.4.29;True;['CVE-2023-31122'];https://www.cnvd.org.cn/flaw/show/CNVD-2023-93320;Apache HTTP Server is the United States Apache (Apache) Foundation of an open source web server . The server is fast, reliable and can be expanded through a simple API. A buffer overflow vulnerability exists in Apache HTTP Server 2.4.57 and earlier versions, which stems from an out-of-bounds read vulnerability in the mod_macro buffer. An attacker could exploit this vulnerability to cause a denial of service.
Apache HTTP Server;2.4.29;True;['CVE-2006-20001'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2006-20001;"A carefully crafted If: request header can cause a memory read, or write of a single zero byte, in a pool (heap) memory location beyond the header value sent. This could cause the process to crash.

This issue affects Apache HTTP Server 2.4.54 and earlier.
"
Apache HTTP Server;2.4.29;True;['CVE-2017-15710'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-15710;In Apache httpd 2.0.23 to 2.0.65, 2.2.0 to 2.2.34, and 2.4.0 to 2.4.29, mod_authnz_ldap, if configured with AuthLDAPCharsetConfig, uses the Accept-Language header value to lookup the right charset encoding when verifying the user's credentials. If the header value is not present in the charset conversion table, a fallback mechanism is used to truncate it to a two characters value to allow a quick retry (for example, 'en-US' is truncated to 'en'). A header value of less than two characters forces an out of bound write of one NUL byte to a memory location that is not part of the string. In the worst case, quite unlikely, the process would crash which could be used as a Denial of Service attack. In the more likely case, this memory is already reserved for future use and the issue has no effect at all.
Apache HTTP Server;2.4.29;True;['CVE-2017-15715'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-15715;In Apache httpd 2.4.0 to 2.4.29, the expression specified in <FilesMatch> could match '$' to a newline character in a malicious filename, rather than matching only the end of the filename. This could be exploited in environments where uploads of some files are are externally blocked, but only by matching the trailing portion of the filename.
Apache HTTP Server;2.4.29;True;['CVE-2018-11763'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-11763;In Apache HTTP Server 2.4.17 to 2.4.34, by sending continuous, large SETTINGS frames a client can occupy a connection, server thread and CPU time without any connection timeout coming to effect. This affects only HTTP/2 connections. A possible mitigation is to not enable the h2 protocol.
Apache HTTP Server;2.4.29;True;['CVE-2018-1283'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-1283;"In Apache httpd 2.4.0 to 2.4.29, when mod_session is configured to forward its session data to CGI applications (SessionEnv on, not the default), a remote user may influence their content by using a ""Session"" header. This comes from the ""HTTP_SESSION"" variable name used by mod_session to forward its data to CGIs, since the prefix ""HTTP_"" is also used by the Apache HTTP Server to pass HTTP header fields, per CGI specifications."
Apache HTTP Server;2.4.29;True;['CVE-2018-1301'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-1301;A specially crafted request could have crashed the Apache HTTP Server prior to version 2.4.30, due to an out of bound access after a size limit is reached by reading the HTTP header. This vulnerability is considered very hard if not impossible to trigger in non-debug mode (both log and build level), so it is classified as low risk for common server usage.
Apache HTTP Server;2.4.29;True;['CVE-2018-1302'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-1302;When an HTTP/2 stream was destroyed after being handled, the Apache HTTP Server prior to version 2.4.30 could have written a NULL pointer potentially to an already freed memory. The memory pools maintained by the server make this vulnerability hard to trigger in usual configurations, the reporter and the team could not reproduce it outside debug builds, so it is classified as low risk.
Apache HTTP Server;2.4.29;True;['CVE-2018-1303'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-1303;A specially crafted HTTP request header could have crashed the Apache HTTP Server prior to version 2.4.30 due to an out of bound read while preparing data to be cached in shared memory. It could be used as a Denial of Service attack against users of mod_cache_socache. The vulnerability is considered as low risk since mod_cache_socache is not widely used, mod_cache_disk is not concerned by this vulnerability.
Apache HTTP Server;2.4.29;True;['CVE-2018-1312'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-1312;In Apache httpd 2.2.0 to 2.4.29, when generating an HTTP Digest authentication challenge, the nonce sent to prevent reply attacks was not correctly generated using a pseudo-random seed. In a cluster of servers using a common Digest authentication configuration, HTTP requests could be replayed across servers by an attacker without detection.
Apache HTTP Server;2.4.29;True;['CVE-2018-1333'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-1333;By specially crafting HTTP/2 requests, workers would be allocated 60 seconds longer than necessary, leading to worker exhaustion and a denial of service. Fixed in Apache HTTP Server 2.4.34 (Affected 2.4.18-2.4.30,2.4.33).
Apache HTTP Server;2.4.29;True;['CVE-2018-17189'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-17189;In Apache HTTP server versions 2.4.37 and prior, by sending request bodies in a slow loris way to plain resources, the h2 stream for that request unnecessarily occupied a server thread cleaning up that incoming data. This affects only HTTP/2 (mod_http2) connections.
Apache HTTP Server;2.4.29;True;['CVE-2018-17199'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-17199;In Apache HTTP Server 2.4 release 2.4.37 and prior, mod_session checks the session expiry time before decoding the session. This causes session expiry time to be ignored for mod_session_cookie sessions since the expiry time is loaded when the session is decoded.
Apache HTTP Server;2.4.29;True;['CVE-2019-0196'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-0196;A vulnerability was found in Apache HTTP Server 2.4.17 to 2.4.38. Using fuzzed network input, the http/2 request handling could be made to access freed memory in string comparison when determining the method of a request and thus process the request incorrectly.
Apache HTTP Server;2.4.29;True;['CVE-2019-0211'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-0211;In Apache HTTP Server 2.4 releases 2.4.17 to 2.4.38, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute arbitrary code with the privileges of the parent process (usually root) by manipulating the scoreboard. Non-Unix systems are not affected.
Apache HTTP Server;2.4.29;True;['CVE-2019-0217'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-0217;In Apache HTTP Server 2.4 release 2.4.38 and prior, a race condition in mod_auth_digest when running in a threaded server could allow a user with valid credentials to authenticate using another username, bypassing configured access control restrictions.
Apache HTTP Server;2.4.29;True;['CVE-2019-0220'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-0220;A vulnerability was found in Apache HTTP Server 2.4.0 to 2.4.38. When the path component of a request URL contains multiple consecutive slashes ('/'), directives such as LocationMatch and RewriteRule must account for duplicates in regular expressions while other aspects of the servers processing will implicitly collapse them.
Apache HTTP Server;2.4.29;True;['CVE-2019-10081'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10081;"HTTP/2 (2.4.20 through 2.4.39) very early pushes, for example configured with ""H2PushResource"", could lead to an overwrite of memory in the pushing request's pool, leading to crashes. The memory copied is that of the configured push link header values, not data supplied by the client."
Apache HTTP Server;2.4.29;True;['CVE-2019-10082'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10082;In Apache HTTP Server 2.4.18-2.4.39, using fuzzed network input, the http/2 session handling could be made to read memory after being freed, during connection shutdown.
Apache HTTP Server;2.4.29;True;['CVE-2019-10092'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10092;In Apache HTTP Server 2.4.0-2.4.39, a limited cross-site scripting issue was reported affecting the mod_proxy error page. An attacker could cause the link on the error page to be malformed and instead point to a page of their choice. This would only be exploitable where a server was set up with proxying enabled but was misconfigured in such a way that the Proxy Error page was displayed.
Apache HTTP Server;2.4.29;True;['CVE-2019-10098'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-10098;In Apache HTTP server 2.4.0 to 2.4.39, Redirects configured with mod_rewrite that were intended to be self-referential might be fooled by encoded newlines and redirect instead to an unexpected URL within the request URL.
Apache HTTP Server;2.4.29;True;['CVE-2019-17567'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-17567;Apache HTTP Server versions 2.4.6 to 2.4.46 mod_proxy_wstunnel configured on an URL that is not necessarily Upgraded by the origin server was tunneling the whole connection regardless, thus allowing for subsequent requests on the same connection to pass through with no HTTP validation, authentication or authorization possibly configured.
Apache HTTP Server;2.4.29;True;['CVE-2019-9517'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2019-9517;"Some HTTP/2 implementations are vulnerable to unconstrained interal data buffering, potentially leading to a denial of service. The attacker opens the HTTP/2 window so the peer can send without constraint; however, they leave the TCP window closed so the peer cannot actually write (many of) the bytes on the wire. The attacker then sends a stream of requests for a large response object. Depending on how the servers queue the responses, this can consume excess memory, CPU, or both."
Apache HTTP Server;2.4.29;True;['CVE-2020-11993'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-11993;"Apache HTTP Server versions 2.4.20 to 2.4.43 When trace/debug was enabled for the HTTP/2 module and on certain traffic edge patterns, logging statements were made on the wrong connection, causing concurrent use of memory pools. Configuring the LogLevel of mod_http2 above ""info"" will mitigate this vulnerability for unpatched servers."
Apache HTTP Server;2.4.29;True;['CVE-2020-1927'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-1927;In Apache HTTP Server 2.4.0 to 2.4.41, redirects configured with mod_rewrite that were intended to be self-referential might be fooled by encoded newlines and redirect instead to an an unexpected URL within the request URL.
Apache HTTP Server;2.4.29;True;['CVE-2020-1934'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-1934;In Apache HTTP Server 2.4.0 to 2.4.41, mod_proxy_ftp may use uninitialized memory when proxying to a malicious FTP server.
Apache HTTP Server;2.4.29;True;['CVE-2020-35452'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-35452;Apache HTTP Server versions 2.4.0 to 2.4.46 A specially crafted Digest nonce can cause a stack overflow in mod_auth_digest. There is no report of this overflow being exploitable, nor the Apache HTTP Server team could create one, though some particular compiler and/or compilation option might make it possible, with limited consequences anyway due to the size (a single byte) and the value (zero byte) of the overflow
Apache HTTP Server;2.4.29;True;['CVE-2020-9490'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2020-9490;"Apache HTTP Server versions 2.4.20 to 2.4.43. A specially crafted value for the 'Cache-Digest' header in a HTTP/2 request would result in a crash when the server actually tries to HTTP/2 PUSH a resource afterwards. Configuring the HTTP/2 feature via ""H2Push off"" will mitigate this vulnerability for unpatched servers."
Apache HTTP Server;2.4.29;True;['CVE-2021-26690'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-26690;Apache HTTP Server versions 2.4.0 to 2.4.46 A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash, leading to a possible Denial Of Service
Apache HTTP Server;2.4.29;True;['CVE-2021-26691'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-26691;In Apache HTTP Server versions 2.4.0 to 2.4.46 a specially crafted SessionHeader sent by an origin server could cause a heap overflow
Apache HTTP Server;2.4.29;True;['CVE-2021-33193'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-33193;A crafted method sent through HTTP/2 will bypass validation and be forwarded by mod_proxy, which can lead to request splitting or cache poisoning. This issue affects Apache HTTP Server 2.4.17 to 2.4.48.
Apache HTTP Server;2.4.29;True;['CVE-2021-34798'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-34798;Malformed requests may cause the server to dereference a NULL pointer. This issue affects Apache HTTP Server 2.4.48 and earlier.
Apache HTTP Server;2.4.29;True;['CVE-2021-39275'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-39275;ap_escape_quotes() may write beyond the end of a buffer when given malicious input. No included modules pass untrusted data to these functions, but third-party / external modules may. This issue affects Apache HTTP Server 2.4.48 and earlier.
Apache HTTP Server;2.4.29;True;['CVE-2021-40438'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-40438;A crafted request uri-path can cause mod_proxy to forward the request to an origin server choosen by the remote user. This issue affects Apache HTTP Server 2.4.48 and earlier.
Apache HTTP Server;2.4.29;True;['CVE-2021-44224'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-44224;A crafted URI sent to httpd configured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery). This issue affects Apache HTTP Server 2.4.7 up to 2.4.51 (included).
Apache HTTP Server;2.4.29;True;['CVE-2021-44790'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2021-44790;A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser (r:parsebody() called from Lua scripts). The Apache httpd team is not aware of an exploit for the vulnerabilty though it might be possible to craft one. This issue affects Apache HTTP Server 2.4.51 and earlier.
Apache HTTP Server;2.4.29;True;['CVE-2022-22719'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-22719;A carefully crafted request body can cause a read to a random memory area which could cause the process to crash. This issue affects Apache HTTP Server 2.4.52 and earlier.
Apache HTTP Server;2.4.29;True;['CVE-2022-22720'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-22720;Apache HTTP Server 2.4.52 and earlier fails to close inbound connection when errors are encountered discarding the request body, exposing the server to HTTP Request Smuggling
Apache HTTP Server;2.4.29;True;['CVE-2022-22721'];https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2022-22721;If LimitXMLRequestBody is set to allow request bodies larger than 350MB (defaults to 1M) on 32 bit systems an integer overflow happens which later causes out of bounds writes. This issue affects Apache HTTP Server 2.4.52 and earlier.
